timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1752961669042,202,Get All Events Of A Organizer By Organization ID,200,OK,Moderate Load Test 1-8,text,true,,3026,427,1,1,http://localhost:8080/api/events/organizer/686446f860321a29820ee994,201,0,0
1752961669347,438,Login Request,200,OK,Moderate Load Test 1-9,text,true,,1428,242,1,1,http://localhost:8080/api/auth/signin,438,0,1
1752961669785,98,Get All Events,200,OK,Moderate Load Test 1-9,text,true,,2825,392,1,1,http://localhost:8080/api/events,98,0,0
1752961669884,102,Get User Info,200,OK,Moderate Load Test 1-9,text,true,,1210,393,1,1,http://localhost:8080/api/auth/me,102,0,0
1752961669986,104,Get My Bookings,200,OK,Moderate Load Test 1-9,text,true,,6591,397,1,1,http://localhost:8080/api/bookings/my,104,0,0
1752961670090,100,Get Event Details By ID,200,OK,Moderate Load Test 1-9,text,true,,1899,417,1,1,http://localhost:8080/api/events/68742e8626a419aac9543576,100,0,0
1752961670190,106,Get Seat Map By ID,200,OK,Moderate Load Test 1-9,text,true,,3862,431,1,1,http://localhost:8080/api/bookings/event/68742e8626a419aac9543576/seats,106,0,0
1752961670296,192,Get All Events Of A Organizer By Organization ID,200,OK,Moderate Load Test 1-9,text,true,,3026,427,1,1,http://localhost:8080/api/events/organizer/686446f860321a29820ee994,192,0,0
1752961670548,384,Login Request,200,OK,Moderate Load Test 1-10,text,true,,1428,242,1,1,http://localhost:8080/api/auth/signin,384,0,0
1752961670933,97,Get All Events,200,OK,Moderate Load Test 1-10,text,true,,2825,392,1,1,http://localhost:8080/api/events,97,0,0
1752961671030,98,Get User Info,200,OK,Moderate Load Test 1-10,text,true,,1210,393,1,1,http://localhost:8080/api/auth/me,98,0,0
1752961671128,96,Get My Bookings,200,OK,Moderate Load Test 1-10,text,true,,6591,397,1,1,http://localhost:8080/api/bookings/my,96,0,0
1752961671225,98,Get Event Details By ID,200,OK,Moderate Load Test 1-10,text,true,,1899,417,1,1,http://localhost:8080/api/events/68742e8626a419aac9543576,98,0,0
1752961671323,101,Get Seat Map By ID,200,OK,Moderate Load Test 1-10,text,true,,3862,431,1,1,http://localhost:8080/api/bookings/event/68742e8626a419aac9543576/seats,101,0,0
1752961671424,196,Get All Events Of A Organizer By Organization ID,200,OK,Moderate Load Test 1-10,text,true,,3026,427,1,1,http://localhost:8080/api/events/organizer/686446f860321a29820ee994,196,0,0
1752961671747,393,Login Request,200,OK,Moderate Load Test 1-11,text,true,,1428,242,1,1,http://localhost:8080/api/auth/signin,393,0,1
1752961672140,100,Get All Events,200,OK,Moderate Load Test 1-11,text,true,,2825,392,1,1,http://localhost:8080/api/events,100,0,0
1752961672240,103,Get User Info,200,OK,Moderate Load Test 1-11,text,true,,1210,393,1,1,http://localhost:8080/api/auth/me,103,0,0
1752961672343,102,Get My Bookings,200,OK,Moderate Load Test 1-11,text,true,,6591,397,1,1,http://localhost:8080/api/bookings/my,102,0,0
1752961672445,100,Get Event Details By ID,200,OK,Moderate Load Test 1-11,text,true,,1899,417,1,1,http://localhost:8080/api/events/68742e8626a419aac9543576,100,0,0
1752961672545,100,Get Seat Map By ID,200,OK,Moderate Load Test 1-11,text,true,,3862,431,1,1,http://localhost:8080/api/bookings/event/68742e8626a419aac9543576/seats,100,0,0
1752961672645,197,Get All Events Of A Organizer By Organization ID,200,OK,Moderate Load Test 1-11,text,true,,3026,427,1,1,http://localhost:8080/api/events/organizer/686446f860321a29820ee994,197,0,0
1752961672946,379,Login Request,200,OK,Moderate Load Test 1-12,text,true,,1428,242,1,1,http://localhost:8080/api/auth/signin,379,0,1
1752961673325,99,Get All Events,200,OK,Moderate Load Test 1-12,text,true,,2825,392,1,1,http://localhost:8080/api/events,99,0,0
1752961673424,100,Get User Info,200,OK,Moderate Load Test 1-12,text,true,,1210,393,1,1,http://localhost:8080/api/auth/me,100,0,0
1752961673524,101,Get My Bookings,200,OK,Moderate Load Test 1-12,text,true,,6591,397,1,1,http://localhost:8080/api/bookings/my,101,0,0
1752961673625,102,Get Event Details By ID,200,OK,Moderate Load Test 1-12,text,true,,1899,417,1,1,http://localhost:8080/api/events/68742e8626a419aac9543576,102,0,0
